Description,Test,Project_name,File,Label
"ComputerAI: getAlignment() (set alignment from longest ships attacked)
Horizontal alignment is found #1
","
    const size = 8;
    const newGameboardPlayer = Gameboard(0, size);
    const computerAI = ComputerAI(0);
    newGameboardPlayer.grid[3][3] = 'H';
    newGameboardPlayer.grid[3][4] = 'H';
    newGameboardPlayer.grid[3][5] = 'H';
    newGameboardPlayer.grid[3][6] = 'H';
    newGameboardPlayer.grid[4][3] = 'H';
    newGameboardPlayer.grid[4][4] = 'H';
    newGameboardPlayer.grid[4][5] = 'H';
    const alignment = computerAI.getAlignment(newGameboardPlayer);
    expect(alignment).toMatchObject(['horizontal', [3, 3], [3, 6]]);
  
",martink-rsa/Battleships,https://github.com/martink-rsa/Battleships/blob/master/src/specs/computerAI.test.js,0
"and the client uses streams
should create a proper streams2 stream
","
        var stream = needle.get('localhost:' + port)

        // newer node versions set this to null instead of false
        var bool = !!stream._readableState.flowing;
        should.equal(false, bool);

        var readableCalled = false;
        stream.on('readable', function() {
          readableCalled = true;
        })

        stream.on('done', function() {
          readableCalled.should.be.true;
          done();
        });

        stream.resume()

      
",OdongoWaga/Vidly-API,https://github.com/OdongoWaga/Vidly-API/blob/master/node_modules/bcrypt/node_modules/needle/test/response_stream_spec.js,0
"Polygon Within
should return false if a part of a multilinestring is not within a polygon
","
      polygon = new Terraformer.Polygon([ [ [ 5, 5 ], [ 5, 15 ], [ 15, 15 ], [ 15, 5 ], [ 5, 5 ] ] ]);
    

      var mls = new Terraformer.MultiLineString([ [ [ 6, 6 ], [ 6, 14 ] ], [ [ 1, 1 ], [ 1, 2 ] ] ]);
      expect(mls.within(polygon)).toEqual(false);
    
",sharontheginger/LearnAcademy_jesttesting,https://github.com/sharontheginger/LearnAcademy_jesttesting/blob/master/node_modules/terraformer/spec/terraformerSpec.js,1
"Testing Unit
3^2-2^2=5
","
    assert.equal(a.lex(""3^2-2^2"").toPostfix().postfixEval(),5);
  
",JamieDixon/jest-tester,https://github.com/JamieDixon/jest-tester/blob/master/webapp/node_modules/math-expression-evaluator/test/index.js,-
"de-indent
0 indent
","
    var str = '\nabc\n  bcd\n  cde\nefg'
    var res = deindent(str)
    assert.equal(str, res)
  
",szymonlankauf/Vue-jest,https://github.com/szymonlankauf/Vue-jest/blob/master/node_modules/de-indent/test.js,0
"options
should have filename option
","
        assert(ws.options.filename === 'logo.png');
      
",tupizz/playground-integrated-tests,https://github.com/tupizz/playground-integrated-tests/blob/master/node_modules/gridfs-stream/test/index.js,0
"#timeout
should emit timeout event and execute the next task when a task timeout by default
","
			var queue = SeqQueue.createQueue();
			var executedTaskCount = 0;
			var timeoutCount = 0;
			var onTimeoutCount = 0;
			//add timeout listener
			queue.on('timeout', function(task) {
				task.should.be.a('object');
				task.fn.should.be.a('function');
				timeoutCount++;
			});
			
			queue.push(function(task) {
				executedTaskCount++;
				//no task.done() invoke to cause a timeout
			}, function() {
				onTimeoutCount++;
			}).should.be.true;
			
			queue.push(function(task) {
				executedTaskCount++;
				task.done();
			}).should.be.true;
			
			setTimeout(function() {
				//wait all task finish
				executedTaskCount.should.be.equal(2);
				timeoutCount.should.be.equal(1);
				onTimeoutCount.should.be.equal(1);
				done();
			}, 4000);	//default timeout is 3s
		
",LaneriTiago/nodejs-tdd-jest,https://github.com/LaneriTiago/nodejs-tdd-jest/blob/master/node_modules/seq-queue/test/seq-queue-test.js,1
"getExtractor(url)
returns a custom extractor based on detectors
","
    const html = '<head><meta name=""al:ios:app_name"" value=""Medium"" /></head>';

    const $ = cheerio.load(html);
    const extractor = getExtractor('http://foo.com', null, $);

    assert.equal(extractor.domain, 'medium.com');
  
",postlight/mercury-parser,https://github.com/postlight/mercury-parser/blob/master/src/extractors/get-extractor.test.js,-
"deleteList functionality
deleteList works
","
        const result = await List.deleteList(email, listId1);

        expect(result).toEqual({list_id: listId1});
    
",pritishakumar/gardenist,https://github.com/pritishakumar/gardenist/blob/master/backend/models/list.test.js,0
"The ""odd"" property
Should adopt ""false"" as value
","
      const renderedComponent = shallow(<Link to=""/"" odd=""false"" />); // eslint-disable-line
      expect(toJson(renderedComponent)).toMatchSnapshot();
    
",Mensae/portfolio-react-boilerplate,https://github.com/Mensae/portfolio-react-boilerplate/blob/master/app/components/Link/tests/index.test.js,-
"runAllTimers
runs callbacks with arguments after the interval
","
      const global = {process};
      const timers = new FakeTimers(global, moduleMocker);
      timers.useFakeTimers();

      const fn = jest.genMockFn();
      global.setTimeout(fn, 0, 'mockArg1', 'mockArg2');

      timers.runAllTimers();
      expect(fn.mock.calls).toEqual([['mockArg1', 'mockArg2']]);
    
",git-palace/jest,https://github.com/git-palace/jest/blob/master/packages/jest-util/src/__tests__/FakeTimers-test.js,-
"getNeighborsStack should search the neighboring nodes and return a stack
Searches the top, right, bottom and left node and returns them in reverse order
","
    const node = grid[1][1];
    const neighbors = getNeighborsStack(node, grid);

    const left = neighbors[0];
    const down = neighbors[1];
    const right = neighbors[2];
    const up = neighbors[3];

    expect(up).toBe(grid[0][1]);
    expect(right).toBe(grid[1][2]);
    expect(down).toBe(grid[2][1]);
    expect(left).toBe(grid[1][0]);
  
",JoshLampen/pathfinder,https://github.com/JoshLampen/pathfinder/blob/master/src/tests/algorithmHelpers/algorithmHelpers.test.js,1
"GetSectionTitle
should return a singular string for the product
","
        props.initialData = { user: props.initialData.user };
        props.modifiedData = { user: props.initialData.user };
        props.models = [props.models[1]];

        const { getSectionTitle } = shallow(<ModelPage {...props} />).instance();

        expect(getSectionTitle()).toContain('singular');
      
",ticket721/server,https://github.com/ticket721/server/blob/master/plugins/content-type-builder/admin/src/containers/ModelPage/tests/index.test.js,-
"$push
only pushes unto an array
","
      expect(update.bind(null, 1, {$push: 7})).toThrow(
        'update(): expected target of $push to be an array; got 1.'
      );
    
",swkane/redux-jest-todo,https://github.com/swkane/redux-jest-todo/blob/master/node_modules/immutability-helper/test.js,1
"initial test case
returns the author
","
      url =
        'http://www.thepoliticalinsider.com/hillary-faithless-electors-more-than-trump/';
      const html = fs.readFileSync(
        './fixtures/www.thepoliticalinsider.com/1482255981213.html'
      );
      result = Mercury.parse(url, { html, fallback: false });
    

      // To pass this test, fill out the author selector
      // in ./src/extractors/custom/www.thepoliticalinsider.com/index.js.
      const { author } = await result;

      // Update these values with the expected values from
      // the article.
      assert.equal(author, 'Editor');
    
",postlight/mercury-parser,https://github.com/postlight/mercury-parser/blob/master/src/extractors/custom/www.thepoliticalinsider.com/index.test.js,-
"Hawk
generates a header then successfully parse it (no server header options)
","

        var req = {
            method: 'POST',
            url: '/resource/4?filter=a',
            headers: {
                host: 'example.com:8080',
                'content-type': 'text/plain;x=y'
            }
        };

        var payload = 'some not so random text';

        credentialsFunc('123456', function (err, credentials1) {

            var reqHeader = Hawk.client.header('http://example.com:8080/resource/4?filter=a', req.method, { credentials: credentials1, ext: 'some-app-data', payload: payload, contentType: req.headers['content-type'] });
            req.headers.authorization = reqHeader.field;

            Hawk.server.authenticate(req, credentialsFunc, {}, function (err, credentials2, artifacts) {

                expect(err).to.not.exist();
                expect(credentials2.user).to.equal('steve');
                expect(artifacts.ext).to.equal('some-app-data');
                expect(Hawk.server.authenticatePayload(payload, credentials2, artifacts, req.headers['content-type'])).to.equal(true);

                var res = {
                    headers: {
                        'content-type': 'text/plain'
                    }
                };

                res.headers['server-authorization'] = Hawk.server.header(credentials2, artifacts);
                expect(res.headers['server-authorization']).to.exist();

                expect(Hawk.client.authenticate(res, credentials2, artifacts)).to.equal(true);
                done();
            });
        });
    
",JamieDixon/jest-tester,https://github.com/JamieDixon/jest-tester/blob/master/webapp/node_modules/hawk/test/index.js,0
"YoutubeAPIUtils
calls the callback when $.ajax requests are finished
","
    var $ = require('jquery');
    var YoutubeAPIUtils = require('../YoutubeAPIUtils');

    // Create a mock function for our callback
    var callback = jest.genMockFunction();
    YoutubeAPIUtils.search('ha noi',callback);
  
",cuongcua90/youtube-react-reflux,https://github.com/cuongcua90/youtube-react-reflux/blob/master/src/js/utils/__tests__/YoutubeAPIUtils-test.js,-
"`guessWord` action creator
input box clears on submit
","
    // create a mock function for `getSecretWord`
    guessWordMock = jest.fn();

    // set up Input, with guessWordMock as a prop
    wrapper = shallow(<UnconnectedInput guessWord={guessWordMock} />);

    // simulate the input
    wrapper.instance().inputBox.current = { value: guessedWord };

    // simulate click on submit button
    const submit = findByTestAttr(wrapper, ""submit-button"");
    submit.simulate(""click"", { preventDefault() {} });
  

    expect(wrapper.instance().inputBox.current.value).toBe("""");
  
",alexsjcho/jotto-react-jest-enyzme-testing,https://github.com/alexsjcho/jotto-react-jest-enyzme-testing/blob/master/src/Input.test.js,1
"escapeHtml()
encodes {} characters
","

        var encoded = Hoek.escapeHtml('{}');
        expect(encoded).to.equal('&#x7b;&#x7d;');
        done();
    
",dineshselvantdm/twitter-web-app,https://github.com/dineshselvantdm/twitter-web-app/blob/master/node_modules/hoek/test/escaper.js,-
".iaddn()
should allow a sign change
","
      var a = new BN(-100);
      assert.equal(a.negative, 1);

      a.iaddn(200);

      assert.equal(a.negative, 0);
      assert.equal(a.toString(), '100');
    
",jstone28/react-with-jest,https://github.com/jstone28/react-with-jest/blob/master/node_modules/bn.js/test/arithmetic-test.js,0
"required
fails on null or undefined
","
      assertFails(validator, /*#__PURE__*/_react[""default""].createElement(""div"", {
        someRef: undefined
      }), 'someRef');
      assertFails(validator, /*#__PURE__*/_react[""default""].createElement(""div"", {
        someRef: null
      }), 'someRef');
    
",xiaoxiaoqian1217/xxq-jest,https://github.com/xiaoxiaoqian1217/xxq-jest/blob/master/node_modules/airbnb-prop-types/build-test/ref.js,-
"Server User on Initial Page Load
it does not create a new server user with an existing user
","
      localStorage.setItem('luid', mockUid);

      cy.checkPlayerCount();
    
",TimMansell/vue-solitaire,https://github.com/TimMansell/vue-solitaire/blob/master/tests/e2e/specs/user.spec.js,0
"authenticate()
returns false on invalid header
","

            var res = {
                headers: {
                    'server-authorization': 'Hawk mac=""abc"", bad=""xyz""'
                }
            };

            expect(Hawk.client.authenticate(res, {})).to.equal(false);
            done();
        
",tmtarpinian/jest_introduction,https://github.com/tmtarpinian/jest_introduction/blob/master/node_modules/hawk/test/client.js,1
"Testing Unit
check for constant inside Sigma
","
    assert.equal(a.lex(""Sigma1,3,2"",[{type:3,preced:0,ev:""x"",show:""x"",token:""x""}]).toPostfix().postfixEval({x:2}),6);
  
",dineshselvantdm/twitter-web-app,https://github.com/dineshselvantdm/twitter-web-app/blob/master/node_modules/math-expression-evaluator/test/index.js,0
"TodoController.deleteTodo
should handle 404
","
    TodoModel.findByIdAndDelete.mockReturnValue(null);
    await TodoController.deleteTodo(req, res, next);
    expect(res.statusCode).toBe(404);
    expect(res._isEndCalled()).toBeTruthy();

  
",nickprihodko/jest-node-express,https://github.com/nickprihodko/jest-node-express/blob/master/test/unit/todo.controller.test.js,0
"if request contains cookie header
must be a valid cookie string
","
      var COOKIE_PAIR = /^([^=\s]+)\s*=\s*(""?)\s*(.*)\s*\2\s*$/;

      var full_header = [
        WEIRD_COOKIE_NAME     + '=' + WEIRD_COOKIE_VALUE,
        BASE64_COOKIE_NAME    + '=' + BASE64_COOKIE_VALUE,
        FORBIDDEN_COOKIE_NAME + '=' + encode(FORBIDDEN_COOKIE_VALUE),
        NUMBER_COOKIE_NAME    + '=' + NUMBER_COOKIE_VALUE
      ].join('; ')

      needle.get('localhost:' + ALL_COOKIES_TEST_PORT, opts, function(error, response) {
        var cookieString = response.req._headers.cookie;
        cookieString.should.be.type('string');

        cookieString.split(/\s*;\s*/).forEach(function(pair) {
          COOKIE_PAIR.test(pair).should.be.exactly(true);
        });

        cookieString.should.be.exactly(full_header);
        done();
      });
    
",LaneriTiago/nodejs-tdd-jest,https://github.com/LaneriTiago/nodejs-tdd-jest/blob/master/node_modules/needle/test/cookies_spec.js,1
"MultiPolygon Within
should return true if a multipoint is within a multipolygon
","
      multipolygon = new Terraformer.MultiPolygon([ [ [ [ 5, 5 ], [ 5, 15 ], [ 15, 15 ], [ 15, 5 ], [ 5, 5 ] ] ], [ [ [ 25, 25 ], [ 25, 35 ], [ 35, 35 ], [ 35, 25 ], [ 25, 25 ] ] ] ]);
    

      var linestring = new Terraformer.MultiPoint([ [ 6, 6 ], [ 6, 14 ] ]);
      expect(linestring.within(multipolygon)).toEqual(true);
    
",sharontheginger/LearnAcademy_jesttesting,https://github.com/sharontheginger/LearnAcademy_jesttesting/blob/master/node_modules/terraformer/spec/terraformerSpec.js,1
"Checking Names
User fetch name should be Leanne Graham
","ameCheck(

    expect.assertions(1);
    const data = await functions.fetchUser();
    expect(data.name).toEqual('Leanne Graham');

",Khaingmon13/Jest,https://github.com/Khaingmon13/Jest/blob/master/function.test.js,1
"authenticate()
returns false on invalid mac
","

            var res = {
                headers: {
                    'content-type': 'text/plain',
                    'server-authorization': 'Hawk mac=""_IJRsMl/4oL+nn+vKoeVZPdCHXB4yJkNnBbTbHFZUYE="", hash=""f9cDF/TDm7TkYRLnGwRMfeDzT6LixQVLvrIKhh0vgmM="", ext=""response-specific""'
                }
            };

            var artifacts = {
                method: 'POST',
                host: 'example.com',
                port: '8080',
                resource: '/resource/4?filter=a',
                ts: '1362336900',
                nonce: 'eb5S_L',
                hash: 'nJjkVtBE5Y/Bk38Aiokwn0jiJxt/0S2WRSUwWLCf5xk=',
                ext: 'some-app-data',
                app: undefined,
                dlg: undefined,
                mac: 'BlmSe8K+pbKIb6YsZCnt4E1GrYvY1AaYayNR82dGpIk=',
                id: '123456'
            };

            var credentials = {
                id: '123456',
                key: 'werxhqb98rpaxn39848xrunpaw3489ruxnpa98w4rxn',
                algorithm: 'sha256',
                user: 'steve'
            };

            expect(Hawk.client.authenticate(res, credentials, artifacts)).to.equal(false);
            done();
        
",swkane/redux-jest-todo,https://github.com/swkane/redux-jest-todo/blob/master/node_modules/hawk/test/client.js,1
"subnet() method with mask length 32
should compute ipv4 subnet number of addressable hosts
","
      assert.equal(ipv4Subnet.numHosts, 1);
    
",MaxKoldun/Task-10-Tetsing,https://github.com/MaxKoldun/Task-10-Tetsing/blob/master/node_modules/ip/test/api-test.js,-
"Timeouts
Timeout is set to 2500 milliseconds
","
    await MoviesDAO.injectDB(global.mflixClient)
  

    const { wtimeout } = await MoviesDAO.getConfiguration()
    expect(wtimeout).toBe(2500)
  
",sourabh-repo/mflix-node-app,https://github.com/sourabh-repo/mflix-node-app/blob/master/test/timeouts.test.js,1
"Game State
refreshing page on game lost shows game lost state
","
    localStorage.setItem('luid', mockUid);

    cy.visit('/');
  

    cy.setBoard(noMovesKingColumn).then(() => {
      cy.get('[data-test=""card-K♣""]').clickTo('[data-test=""column-1""]');
      cy.get('[data-test=""card-Q♣""]').clickTo('[data-test=""card-K♣""]');

      cy.get('[data-test=""game-lost""]').should('be.visible');

      cy.reload();

      cy.get('[data-test=""game-lost""]').should('be.visible');
    });
  
",TimMansell/vue-solitaire,https://github.com/TimMansell/vue-solitaire/blob/master/tests/e2e/specs/gameState.spec.js,1
"header()
generates header (pre calculated hash)
","

            var credentials = {
                id: '123456',
                key: 'werxhqb98rpaxn39848xrunpaw3489ruxnpa98w4rxn',
                algorithm: 'sha256',
                user: 'steve'
            };

            var artifacts = {
                method: 'POST',
                host: 'example.com',
                port: '8080',
                resource: '/resource/4?filter=a',
                ts: '1398546787',
                nonce: 'xUwusx',
                hash: 'nJjkVtBE5Y/Bk38Aiokwn0jiJxt/0S2WRSUwWLCf5xk=',
                ext: 'some-app-data',
                mac: 'dvIvMThwi28J61Jc3P0ryAhuKpanU63GXdx6hkmQkJA=',
                id: '123456'
            };

            var options = { payload: 'some reply', contentType: 'text/plain', ext: 'response-specific' };
            options.hash = Hawk.crypto.calculatePayloadHash(options.payload, credentials.algorithm, options.contentType);
            var header = Hawk.server.header(credentials, artifacts, options);
            expect(header).to.equal('Hawk mac=\""n14wVJK4cOxAytPUMc5bPezQzuJGl5n7MYXhFQgEKsE=\"", hash=\""f9cDF/TDm7TkYRLnGwRMfeDzT6LixQVLvrIKhh0vgmM=\"", ext=\""response-specific\""');
            done();
        
",Sstobo/Jest-Testing,https://github.com/Sstobo/Jest-Testing/blob/master/node_modules/fsevents/node_modules/hawk/test/server.js,-
"using clicks
should move last cards foundation and then show win screen
","
      cy.setBoard(foundations).then(() => {
        cy.get('[data-test=""game-won""]').should('not.exist');

        cy.get('[data-test=""column-0""]').shouldContain(['K♠', 'Q♠']);

        cy.get('[data-test=""card-Q♠""]').clickTo('[data-test=""foundation-3""]');
        cy.get('[data-test=""card-K♠""]').clickTo('[data-test=""foundation-3""]');

        cy.get('[data-test=""game-won""]').should('be.visible');

        cy.checkGameSummaryValues({ moves: 2 });
      });

      cy.get('[data-test=""game-overlay-btns""]').click();

      cy.get('[data-test=""game-won""]').should('not.exist');

      cy.get('[data-test=""foundation-3""]').shouldNotContain(['K♠', 'Q♠']);
    
",TimMansell/vue-solitaire,https://github.com/TimMansell/vue-solitaire/blob/master/tests/e2e/specs/foundations.spec.js,-
"Project
should adopt the ""isOdd"" property
","
    const wrapper = shallow(
      <Project
        thumbnail={thumbnail}
        title={title}
        detailsBodyText={description}
        isOdd={false}
      />,
    );
    expect(toJson(wrapper)).toMatchSnapshot();
  
",Mensae/portfolio-react-boilerplate,https://github.com/Mensae/portfolio-react-boilerplate/blob/master/app/components/Project/tests/index.test.js,-
"badRequest()
sets the message with the passed in message
","

        expect(Boom.badRequest('my message').message).to.equal('my message');
        done();
    
",jstone28/react-with-jest,https://github.com/jstone28/react-with-jest/blob/master/node_modules/fsevents/node_modules/boom/test/index.js,1
"Testing Unit
test to check auto correct of parenthesis mismatch if opening>closing
","
    assert.equal(a.lex(""(2+(3-4"").toPostfix().postfixEval(),""1"");
  
",sethcarrino/redux-jest-testing,https://github.com/sethcarrino/redux-jest-testing/blob/master/node_modules/math-expression-evaluator/test/index.js,1
"with focus on one menu item
should act when the ARROW-UP key is pressed
","
        renderedComponent.setProps({ isExpanded: true });
        jest.clearAllMocks();
      

        const foundMenu = renderedComponent.find(Menu);
        const currentTarget = foundMenu.html();
        const keyCode = 38;
        foundMenu.simulate('keyDown', {
          currentTarget,
          preventDefault: PREVENT_DEFAULT,
          keyCode,
        });
        expect(handleExpandedState).toHaveBeenCalledTimes(1);
        expect(moveFocus).toHaveBeenCalledTimes(1);
      

        renderedComponent.setProps({ isExpanded: false });
      
",Mensae/portfolio-react-boilerplate,https://github.com/Mensae/portfolio-react-boilerplate/blob/master/app/components/LanguageMenu/tests/index.test.js,-
"with stream arguments
should pass them to the underlying stream
","
      stream.theStream.mode.should.eql(parseInt('0666', 8));
      done();
    
",Moverr/jesttest,https://github.com/Moverr/jesttest/blob/master/node_modules/streamroller/test/DateRollingFileStream-test.js,-
"getContent Saga
should dispatch the contentLoaded action if it requests the data successfully
","
    getContentGenerator = getContent();

    const selectDescriptor = getContentGenerator.next().value;
    expect(selectDescriptor).toMatchSnapshot();

    const callDescriptor = getContentGenerator.next(locale).value;
    expect(callDescriptor).toMatchSnapshot();
  

    const response = {
      items: [
        {
          fields: {
            content: 'Some content',
          },
        },
      ],
    };

    const parsedResponse = marked('Some content');

    const putDescriptor = getContentGenerator.next(response).value;
    expect(putDescriptor).toEqual(put(contentLoaded(parsedResponse, locale)));
  
",Mensae/portfolio-react-boilerplate,https://github.com/Mensae/portfolio-react-boilerplate/blob/master/app/containers/AboutPage/tests/saga.test.js,1
"constructed with no options
handles resets
","
            const text = '\x1b[1mthis is bold\x1b[0m, but this isn\'t';
            const result = '<b>this is bold</b>, but this isn\'t';

            return test(text, result, done);
        
",SidiOuld/Testing-With-Jest,https://github.com/SidiOuld/Testing-With-Jest/blob/master/node_modules/ansi-to-html/test/ansi_to_html.js,-
"testPathsMatching
finds tests with totally custom foobar file extensions
","
      findMatchingTests = config =>
        Runtime.createContext(config, {
          maxWorkers,
        }).then(hasteMap =>
          new SearchSource(hasteMap, config).findMatchingTests());
    

      const {config} = normalizeConfig({
        moduleFileExtensions: ['foobar'],
        name,
        rootDir,
        testMatch,
      });
      return findMatchingTests(config).then(data => {
        const relPaths = data.paths.map(absPath =>
          path.relative(rootDir, absPath));
        expect(relPaths).toEqual([path.normalize('__testtests__/test.foobar')]);
      });
    
",git-palace/jest,https://github.com/git-palace/jest/blob/master/packages/jest-cli/src/__tests__/SearchSource-test.js,1
"addList functionality
addList works
","
        const result = await List.addList(email, listName);

        expect(result).toEqual({
            list_id: expect.any(Number),
            list_name: listName
        });
    
",pritishakumar/gardenist,https://github.com/pritishakumar/gardenist/blob/master/backend/models/list.test.js,0
"util/core/valueToString
returns 'undefined' for literal undefined
","
        assert.equals(valueToString(undefined), ""undefined"");
    
",luzalba/Jest,https://github.com/luzalba/Jest/blob/master/node_modules/@sinonjs/commons/lib/value-to-string.test.js,1
"Testing out emmited events
recursively walk the dir and return the matching list
","
    fileset('**/*.js', 'node_modules/**')
      .on('error', done)
      .on('end', function(results) {
        assert.ok(Array.isArray(results), 'should be an array');
        assert.equal(results.length, 2);
        done();
      });
  
",LucasKeiti28/tdd-jest,https://github.com/LucasKeiti28/tdd-jest/blob/master/backend/node_modules/fileset/test/mocha.js,-
"showInvisibles
shows invisibles
","
    assert.strictEqual(showInvisibles('1 2\n3\t4\r5'), '1·2⏎3↹4␍5');
  
",EduardaDalmas/Jest,https://github.com/EduardaDalmas/Jest/blob/master/node_modules/prettier-linter-helpers/test/index.test.js,0
"sqlForPartialUpdate functionality
sqlForPartialUpdate works
","
        const table = ""users""
        const items = {
            email: ""test@test.com"",
            name: ""Test User""
        };
        const searchKey = {
            key: ""email"",
            value: ""test@test.com""
        }
        const keyArray = [""email"", ""name"", ""password""]
        const returnVal = ""email, name""

        const result = sqlForPartialUpdate(table, items, searchKey, keyArray, returnVal)
        
        expect(result).toEqual({
            query: ""UPDATE users SET email=$1, name=$2 WHERE email=$3 RETURNING email, name"", 
            values: [""test@test.com"", ""Test User"", ""test@test.com""]
        });
    
",pritishakumar/gardenist,https://github.com/pritishakumar/gardenist/blob/master/backend/helpers/partialUpdate.test.js,0
"coveragePathIgnorePatterns
does not normalize trailing slashes
","
    // This is a list of patterns, so we can't assume any of them are
    // directories
    const {config} = normalize({
      coveragePathIgnorePatterns: ['bar/baz', 'qux/quux/'],
      rootDir: '/root/path/foo',
    });

    expect(config.coveragePathIgnorePatterns).toEqual([
      joinForPattern('bar', 'baz'),
      joinForPattern('qux', 'quux', ''),
    ]);
  
",git-palace/jest,https://github.com/git-palace/jest/blob/master/packages/jest-config/src/__tests__/normalize-test.js,1
"when username is a valid string, but no username is passed
Basic Auth only includes username, without colon
","
      needle.get('localhost:' + port, opts, function(err, resp) {
        var sent_headers = resp.body.headers;
        var auth = get_auth(sent_headers['authorization']);
        auth[0].should.equal('foobar');
        auth.should.have.lengthOf(1);
        done();
      })
    
",gtwright/with-jest,https://github.com/gtwright/with-jest/blob/master/node_modules/needle/test/basic_auth_spec.js,0
"Hawk
generates a header then successfully parse it (with hash)
","

        var req = {
            method: 'GET',
            url: '/resource/4?filter=a',
            host: 'example.com',
            port: 8080
        };

        credentialsFunc('123456', function (err, credentials1) {

            req.authorization = Hawk.client.header('http://example.com:8080/resource/4?filter=a', req.method, { credentials: credentials1, payload: 'hola!', ext: 'some-app-data' }).field;
            Hawk.server.authenticate(req, credentialsFunc, {}, function (err, credentials2, artifacts) {

                expect(err).to.not.exist();
                expect(credentials2.user).to.equal('steve');
                expect(artifacts.ext).to.equal('some-app-data');
                done();
            });
        });
    
",golfapipol/jest-waterline-integration-test,https://github.com/golfapipol/jest-waterline-integration-test/blob/master/node_modules/fsevents/node_modules/hawk/test/index.js,-
"Polygon Within
should return true if all of the points in a multipoint are in the same polygon
","
      polygon = new Terraformer.Polygon([ [ [ 5, 5 ], [ 5, 15 ], [ 15, 15 ], [ 15, 5 ], [ 5, 5 ] ] ]);
    

      var ls = new Terraformer.MultiPoint([ [ 6, 6 ], [ 6, 14 ], [ 14, 14 ] ]);
      expect(ls.within(polygon)).toEqual(true);
    
",sharontheginger/LearnAcademy_jesttesting,https://github.com/sharontheginger/LearnAcademy_jesttesting/blob/master/node_modules/terraformer/spec/terraformerSpec.js,-
"authenticate()
errors on an missing host header
","

            var req = {
                method: 'GET',
                url: '/resource/4?filter=a',
                headers: {
                    authorization: 'Hawk id=""123"", ts=""1353788437"", nonce=""k3j4h2"", mac=""/qwS4UjfVWMcUyW6EEgUH4jlr7T/wuKe3dKijvTvSos="", ext=""hello""'
                }
            };

            Hawk.server.authenticate(req, credentialsFunc, { localtimeOffsetMsec: 1353788437000 - Hawk.utils.now() }, function (err, credentials, artifacts) {

                expect(err).to.exist();
                expect(err.output.payload.message).to.equal('Invalid Host header');
                done();
            });
        
",swkane/redux-jest-todo,https://github.com/swkane/redux-jest-todo/blob/master/node_modules/fsevents/node_modules/hawk/test/server.js,0
"dnsPrefetchControl
continues onto the following middleware
","
    var app = use()

    request(app).get('/')
    .expect('Hello world!')
    .end(done)
  
",john2796/Server-Testing-jb,https://github.com/john2796/Server-Testing-jb/blob/master/node_modules/dns-prefetch-control/test/index.js,0
"Hawk
generates a header then fails to parse it (missing server header hash)
","

        var req = {
            method: 'POST',
            url: '/resource/4?filter=a',
            headers: {
                host: 'example.com:8080',
                'content-type': 'text/plain;x=y'
            }
        };

        var payload = 'some not so random text';

        credentialsFunc('123456', function (err, credentials1) {

            var reqHeader = Hawk.client.header('http://example.com:8080/resource/4?filter=a', req.method, { credentials: credentials1, ext: 'some-app-data', payload: payload, contentType: req.headers['content-type'] });
            req.headers.authorization = reqHeader.field;

            Hawk.server.authenticate(req, credentialsFunc, {}, function (err, credentials2, artifacts) {

                expect(err).to.not.exist();
                expect(credentials2.user).to.equal('steve');
                expect(artifacts.ext).to.equal('some-app-data');
                expect(Hawk.server.authenticatePayload(payload, credentials2, artifacts, req.headers['content-type'])).to.equal(true);

                var res = {
                    headers: {
                        'content-type': 'text/plain'
                    }
                };

                res.headers['server-authorization'] = Hawk.server.header(credentials2, artifacts);
                expect(res.headers['server-authorization']).to.exist();

                expect(Hawk.client.authenticate(res, credentials2, artifacts, { payload: 'some reply' })).to.equal(false);
                done();
            });
        });
    
",xrgonzalezx/TodoJestTestDaily,https://github.com/xrgonzalezx/TodoJestTestDaily/blob/master/node_modules/fsevents/node_modules/hawk/test/index.js,-
"and client requests gzip compression
should have the body decompressed
","
        needle.get('localhost:' + port, {headers: {'Accept-Encoding': 'gzip'}}, function(err, response, body){
          should.ifError(err);
          body.should.have.property('foo', 'bar');
          response.bytes.should.not.equal(jsonData.length);
          done();
        })
      
",john2796/Server-Testing-jb,https://github.com/john2796/Server-Testing-jb/blob/master/node_modules/needle/test/compression_spec.js,1
"Faces test suite
should render faces
","
    const wrapper = getFaces(initialProps);
    expect(wrapper.exists()).toBeTruthy();

    expect(wrapper.find(Face).exists()).toBeTruthy();
    expect(wrapper.find(Paragraph).exists()).toBeTruthy();
  

    initialProps.onFaceClick.mockClear();
  
",gasserandreas/rekognition,https://github.com/gasserandreas/rekognition/blob/master/src/images/detail/__tests__/Faces.test.js,0
"authenticateMessage()
should fail authorization on mismatching host
","

            credentialsFunc('123456', function (err, credentials1) {

                var auth = Hawk.client.message('example.com', 8080, 'some message', { credentials: credentials1 });
                expect(auth).to.exist();

                Hawk.server.authenticateMessage('example1.com', 8080, 'some message', auth, credentialsFunc, {}, function (err, credentials2) {

                    expect(err).to.exist();
                    expect(err.message).to.equal('Bad mac');
                    done();
                });
            });
        
",nialloc9/reactReduxJestBoilerplate,https://github.com/nialloc9/reactReduxJestBoilerplate/blob/master/node_modules/hawk/test/uri.js,-
